Spot_Name,District,Category,Year,Month,Season,Festival,Total_Visitors
Pushkar Ghat,Nirmal,other,2025,November,Winter,Diwali,9742
Pushkar Ghat,Nirmal,other,2025,December,Winter,Christmas,10432
Shyamgarh Fort,Nirmal,heritage,2024,January,Winter,"Bhogi, Sankranti",15243
Shyamgarh Fort,Nirmal,heritage,2024,February,Winter,Maha Shivaratri,14051
Shyamgarh Fort,Nirmal,heritage,2024,March,Summer,Holi,7714
Shyamgarh Fort,Nirmal,heritage,2024,April,Summer,"Ugadi, Sri Rama Navami",8605
Shyamgarh Fort,Nirmal,heritage,2024,May,Summer,Buddha Purnima,6241
Shyamgarh Fort,Nirmal,heritage,2024,June,Monsoon,None,4626
Shyamgarh Fort,Nirmal,heritage,2024,July,Monsoon,Bonalu,4545
Shyamgarh Fort,Nirmal,heritage,2024,August,Monsoon,"Independence Day, Krishna Janmashtami",5734
Shyamgarh Fort,Nirmal,heritage,2024,September,Monsoon,Vinayaka Chavithi,5982
Shyamgarh Fort,Nirmal,heritage,2024,October,Post-Monsoon,"Bathukamma, Dussehra",12328
Shyamgarh Fort,Nirmal,heritage,2024,November,Winter,Diwali,13900
Shyamgarh Fort,Nirmal,heritage,2024,December,Winter,Christmas,14315
Shyamgarh Fort,Nirmal,heritage,2025,January,Winter,"Bhogi, Sankranti",16170
Shyamgarh Fort,Nirmal,heritage,2025,February,Winter,Maha Shivaratri,13268
Shyamgarh Fort,Nirmal,heritage,2025,March,Summer,Holi,9145
Shyamgarh Fort,Nirmal,heritage,2025,April,Summer,"Ugadi, Sri Rama Navami",8760
Shyamgarh Fort,Nirmal,heritage,2025,May,Summer,Buddha Purnima,7159
Shyamgarh Fort,Nirmal,heritage,2025,June,Monsoon,None,5648
Shyamgarh Fort,Nirmal,heritage,2025,July,Monsoon,Bonalu,5061
Shyamgarh Fort,Nirmal,heritage,2025,August,Monsoon,"Independence Day, Krishna Janmashtami",5926
Shyamgarh Fort,Nirmal,heritage,2025,September,Monsoon,Vinayaka Chavithi,6120
Shyamgarh Fort,Nirmal,heritage,2025,October,Post-Monsoon,"Bathukamma, Dussehra",13194
Shyamgarh Fort,Nirmal,heritage,2025,November,Winter,Diwali,15288
Shyamgarh Fort,Nirmal,heritage,2025,December,Winter,Christmas,16812
Alisagar Deer Park,Nizamabad,leisure,2024,January,Winter,"Bhogi, Sankranti",12620
Alisagar Deer Park,Nizamabad,leisure,2024,February,Winter,Maha Shivaratri,8718
Alisagar Deer Park,Nizamabad,leisure,2024,March,Summer,Holi,6043
Alisagar Deer Park,Nizamabad,leisure,2024,April,Summer,"Ugadi, Sri Rama Navami",5923
Alisagar Deer Park,Nizamabad,leisure,2024,May,Summer,Buddha Purnima,4879
Alisagar Deer Park,Nizamabad,leisure,2024,June,Monsoon,None,3473
Alisagar Deer Park,Nizamabad,leisure,2024,July,Monsoon,Bonalu,3528
Alisagar Deer Park,Nizamabad,leisure,2024,August,Monsoon,"Independence Day, Krishna Janmashtami",4663
Alisagar Deer Park,Nizamabad,leisure,2024,September,Monsoon,Vinayaka Chavithi,4622
Alisagar Deer Park,Nizamabad,leisure,2024,October,Post-Monsoon,"Bathukamma, Dussehra",9078
Alisagar Deer Park,Nizamabad,leisure,2024,November,Winter,Diwali,10943
Alisagar Deer Park,Nizamabad,leisure,2024,December,Winter,Christmas,10265
Alisagar Deer Park,Nizamabad,leisure,2025,January,Winter,"Bhogi, Sankranti",11273
Alisagar Deer Park,Nizamabad,leisure,2025,February,Winter,Maha Shivaratri,9454
Alisagar Deer Park,Nizamabad,leisure,2025,March,Summer,Holi,6112
Alisagar Deer Park,Nizamabad,leisure,2025,April,Summer,"Ugadi, Sri Rama Navami",6633
Alisagar Deer Park,Nizamabad,leisure,2025,May,Summer,Buddha Purnima,5457
Alisagar Deer Park,Nizamabad,leisure,2025,June,Monsoon,None,3900
Alisagar Deer Park,Nizamabad,leisure,2025,July,Monsoon,Bonalu,3710
Alisagar Deer Park,Nizamabad,leisure,2025,August,Monsoon,"Independence Day, Krishna Janmashtami",4831
Alisagar Deer Park,Nizamabad,leisure,2025,September,Monsoon,Vinayaka Chavithi,4847
Alisagar Deer Park,Nizamabad,leisure,2025,October,Post-Monsoon,"Bathukamma, Dussehra",10152
Alisagar Deer Park,Nizamabad,leisure,2025,November,Winter,Diwali,10023
Alisagar Deer Park,Nizamabad,leisure,2025,December,Winter,Christmas,12180
Mallaram Forest,Nizamabad,nature,2024,January,Winter,"Bhogi, Sankranti",12021
Mallaram Forest,Nizamabad,nature,2024,February,Winter,Maha Shivaratri,11003
Mallaram Forest,Nizamabad,nature,2024,March,Summer,Holi,6881
Mallaram Forest,Nizamabad,nature,2024,April,Summer,"Ugadi, Sri Rama Navami",6995
Mallaram Forest,Nizamabad,nature,2024,May,Summer,Buddha Purnima,5500
Mallaram Forest,Nizamabad,nature,2024,June,Monsoon,None,4097
Mallaram Forest,Nizamabad,nature,2024,July,Monsoon,Bonalu,3901
Mallaram Forest,Nizamabad,nature,2024,August,Monsoon,"Independence Day, Krishna Janmashtami",5198
Mallaram Forest,Nizamabad,nature,2024,September,Monsoon,Vinayaka Chavithi,5017
Mallaram Forest,Nizamabad,nature,2024,October,Post-Monsoon,"Bathukamma, Dussehra",10942
Mallaram Forest,Nizamabad,nature,2024,November,Winter,Diwali,11406
Mallaram Forest,Nizamabad,nature,2024,December,Winter,Christmas,12359
Mallaram Forest,Nizamabad,nature,2025,January,Winter,"Bhogi, Sankranti",13275
Mallaram Forest,Nizamabad,nature,2025,February,Winter,Maha Shivaratri,12656
Mallaram Forest,Nizamabad,nature,2025,March,Summer,Holi,6982
Mallaram Forest,Nizamabad,nature,2025,April,Summer,"Ugadi, Sri Rama Navami",7763
Mallaram Forest,Nizamabad,nature,2025,May,Summer,Buddha Purnima,6086
Mallaram Forest,Nizamabad,nature,2025,June,Monsoon,None,3987
Mallaram Forest,Nizamabad,nature,2025,July,Monsoon,Bonalu,4432
Mallaram Forest,Nizamabad,nature,2025,August,Monsoon,"Independence Day, Krishna Janmashtami",4995
Mallaram Forest,Nizamabad,nature,2025,September,Monsoon,Vinayaka Chavithi,5484
Mallaram Forest,Nizamabad,nature,2025,October,Post-Monsoon,"Bathukamma, Dussehra",10526
Mallaram Forest,Nizamabad,nature,2025,November,Winter,Diwali,13238
Mallaram Forest,Nizamabad,nature,2025,December,Winter,Christmas,13644
Nizamabad Fort,Nizamabad,heritage,2024,January,Winter,"Bhogi, Sankranti",15041
Nizamabad Fort,Nizamabad,heritage,2024,February,Winter,Maha Shivaratri,13769
Nizamabad Fort,Nizamabad,heritage,2024,March,Summer,Holi,8342
Nizamabad Fort,Nizamabad,heritage,2024,April,Summer,"Ugadi, Sri Rama Navami",8261
Nizamabad Fort,Nizamabad,heritage,2024,May,Summer,Buddha Purnima,6559
Nizamabad Fort,Nizamabad,heritage,2024,June,Monsoon,None,4433
Nizamabad Fort,Nizamabad,heritage,2024,July,Monsoon,Bonalu,4844
Nizamabad Fort,Nizamabad,heritage,2024,August,Monsoon,"Independence Day, Krishna Janmashtami",5657
Nizamabad Fort,Nizamabad,heritage,2024,September,Monsoon,Vinayaka Chavithi,6051
Nizamabad Fort,Nizamabad,heritage,2024,October,Post-Monsoon,"Bathukamma, Dussehra",12094
Nizamabad Fort,Nizamabad,heritage,2024,November,Winter,Diwali,14390
Nizamabad Fort,Nizamabad,heritage,2024,December,Winter,Christmas,14608
Nizamabad Fort,Nizamabad,heritage,2025,January,Winter,"Bhogi, Sankranti",16343
Nizamabad Fort,Nizamabad,heritage,2025,February,Winter,Maha Shivaratri,15250
Nizamabad Fort,Nizamabad,heritage,2025,March,Summer,Holi,8742
Nizamabad Fort,Nizamabad,heritage,2025,April,Summer,"Ugadi, Sri Rama Navami",8904
Nizamabad Fort,Nizamabad,heritage,2025,May,Summer,Buddha Purnima,7146
Nizamabad Fort,Nizamabad,heritage,2025,June,Monsoon,None,5087
Nizamabad Fort,Nizamabad,heritage,2025,July,Monsoon,Bonalu,5187
Nizamabad Fort,Nizamabad,heritage,2025,August,Monsoon,"Independence Day, Krishna Janmashtami",6133
Nizamabad Fort,Nizamabad,heritage,2025,September,Monsoon,Vinayaka Chavithi,6746
Nizamabad Fort,Nizamabad,heritage,2025,October,Post-Monsoon,"Bathukamma, Dussehra",13143
Nizamabad Fort,Nizamabad,heritage,2025,November,Winter,Diwali,14010
Nizamabad Fort,Nizamabad,heritage,2025,December,Winter,Christmas,17715
Sriram Sagar,Nizamabad,nature,2024,January,Winter,"Bhogi, Sankranti",12984
Sriram Sagar,Nizamabad,nature,2024,February,Winter,Maha Shivaratri,10437
Sriram Sagar,Nizamabad,nature,2024,March,Summer,Holi,6554
Sriram Sagar,Nizamabad,nature,2024,April,Summer,"Ugadi, Sri Rama Navami",7002
Sriram Sagar,Nizamabad,nature,2024,May,Summer,Buddha Purnima,6234
Sriram Sagar,Nizamabad,nature,2024,June,Monsoon,None,3869
Sriram Sagar,Nizamabad,nature,2024,July,Monsoon,Bonalu,4430
Sriram Sagar,Nizamabad,nature,2024,August,Monsoon,"Independence Day, Krishna Janmashtami",5259
Sriram Sagar,Nizamabad,nature,2024,September,Monsoon,Vinayaka Chavithi,4909
Sriram Sagar,Nizamabad,nature,2024,October,Post-Monsoon,"Bathukamma, Dussehra",10219
Sriram Sagar,Nizamabad,nature,2024,November,Winter,Diwali,11108
Sriram Sagar,Nizamabad,nature,2024,December,Winter,Christmas,12562
Sriram Sagar,Nizamabad,nature,2025,January,Winter,"Bhogi, Sankranti",13777
Sriram Sagar,Nizamabad,nature,2025,February,Winter,Maha Shivaratri,12525
Sriram Sagar,Nizamabad,nature,2025,March,Summer,Holi,7633
Sriram Sagar,Nizamabad,nature,2025,April,Summer,"Ugadi, Sri Rama Navami",7239
Sriram Sagar,Nizamabad,nature,2025,May,Summer,Buddha Purnima,5594
Sriram Sagar,Nizamabad,nature,2025,June,Monsoon,None,4419
Sriram Sagar,Nizamabad,nature,2025,July,Monsoon,Bonalu,4629
Sriram Sagar,Nizamabad,nature,2025,August,Monsoon,"Independence Day, Krishna Janmashtami",5375
Sriram Sagar,Nizamabad,nature,2025,September,Monsoon,Vinayaka Chavithi,5385
Sriram Sagar,Nizamabad,nature,2025,October,Post-Monsoon,"Bathukamma, Dussehra",11262
Sriram Sagar,Nizamabad,nature,2025,November,Winter,Diwali,13610
Sriram Sagar,Nizamabad,nature,2025,December,Winter,Christmas,13968
Bugga Rameshwara Temple,Nizamabad,religious,2024,January,Winter,"Bhogi, Sankranti",18811
Bugga Rameshwara Temple,Nizamabad,religious,2024,February,Winter,Maha Shivaratri,16419
Bugga Rameshwara Temple,Nizamabad,religious,2024,March,Summer,Holi,9968
Bugga Rameshwara Temple,Nizamabad,religious,2024,April,Summer,"Ugadi, Sri Rama Navami",11300
Bugga Rameshwara Temple,Nizamabad,religious,2024,May,Summer,Buddha Purnima,8538
Bugga Rameshwara Temple,Nizamabad,religious,2024,June,Monsoon,None,6138
Bugga Rameshwara Temple,Nizamabad,religious,2024,July,Monsoon,Bonalu,6183
Bugga Rameshwara Temple,Nizamabad,religious,2024,August,Monsoon,"Independence Day, Krishna Janmashtami",7778
Bugga Rameshwara Temple,Nizamabad,religious,2024,September,Monsoon,Vinayaka Chavithi,8348
Bugga Rameshwara Temple,Nizamabad,religious,2024,October,Post-Monsoon,"Bathukamma, Dussehra",15895
Bugga Rameshwara Temple,Nizamabad,religious,2024,November,Winter,Diwali,17645
Bugga Rameshwara Temple,Nizamabad,religious,2024,December,Winter,Christmas,19071
Bugga Rameshwara Temple,Nizamabad,religious,2025,January,Winter,"Bhogi, Sankranti",18235
Bugga Rameshwara Temple,Nizamabad,religious,2025,February,Winter,Maha Shivaratri,18865
Bugga Rameshwara Temple,Nizamabad,religious,2025,March,Summer,Holi,10930
Bugga Rameshwara Temple,Nizamabad,religious,2025,April,Summer,"Ugadi, Sri Rama Navami",11522
Bugga Rameshwara Temple,Nizamabad,religious,2025,May,Summer,Buddha Purnima,8975
Bugga Rameshwara Temple,Nizamabad,religious,2025,June,Monsoon,None,6508
Bugga Rameshwara Temple,Nizamabad,religious,2025,July,Monsoon,Bonalu,6702
Bugga Rameshwara Temple,Nizamabad,religious,2025,August,Monsoon,"Independence Day, Krishna Janmashtami",8369
Bugga Rameshwara Temple,Nizamabad,religious,2025,September,Monsoon,Vinayaka Chavithi,8056
Bugga Rameshwara Temple,Nizamabad,religious,2025,October,Post-Monsoon,"Bathukamma, Dussehra",18536
Bugga Rameshwara Temple,Nizamabad,religious,2025,November,Winter,Diwali,19387
Bugga Rameshwara Temple,Nizamabad,religious,2025,December,Winter,Christmas,19248
Sarangapur Hanuman Temple,Nizamabad,religious,2024,January,Winter,"Bhogi, Sankranti",19046
Sarangapur Hanuman Temple,Nizamabad,religious,2024,February,Winter,Maha Shivaratri,16291
Sarangapur Hanuman Temple,Nizamabad,religious,2024,March,Summer,Holi,8950
Sarangapur Hanuman Temple,Nizamabad,religious,2024,April,Summer,"Ugadi, Sri Rama Navami",11280
Sarangapur Hanuman Temple,Nizamabad,religious,2024,May,Summer,Buddha Purnima,8920
Sarangapur Hanuman Temple,Nizamabad,religious,2024,June,Monsoon,None,6308
Sarangapur Hanuman Temple,Nizamabad,religious,2024,July,Monsoon,Bonalu,6388
Sarangapur Hanuman Temple,Nizamabad,religious,2024,August,Monsoon,"Independence Day, Krishna Janmashtami",6863
Sarangapur Hanuman Temple,Nizamabad,religious,2024,September,Monsoon,Vinayaka Chavithi,7419
Sarangapur Hanuman Temple,Nizamabad,religious,2024,October,Post-Monsoon,"Bathukamma, Dussehra",16199
Sarangapur Hanuman Temple,Nizamabad,religious,2024,November,Winter,Diwali,16648
Sarangapur Hanuman Temple,Nizamabad,religious,2024,December,Winter,Christmas,16626
Sarangapur Hanuman Temple,Nizamabad,religious,2025,January,Winter,"Bhogi, Sankranti",20468
Sarangapur Hanuman Temple,Nizamabad,religious,2025,February,Winter,Maha Shivaratri,18058
Sarangapur Hanuman Temple,Nizamabad,religious,2025,March,Summer,Holi,10931
Sarangapur Hanuman Temple,Nizamabad,religious,2025,April,Summer,"Ugadi, Sri Rama Navami",11691
Sarangapur Hanuman Temple,Nizamabad,religious,2025,May,Summer,Buddha Purnima,9603
Sarangapur Hanuman Temple,Nizamabad,religious,2025,June,Monsoon,None,6721
Sarangapur Hanuman Temple,Nizamabad,religious,2025,July,Monsoon,Bonalu,7252
Sarangapur Hanuman Temple,Nizamabad,religious,2025,August,Monsoon,"Independence Day, Krishna Janmashtami",7358
Sarangapur Hanuman Temple,Nizamabad,religious,2025,September,Monsoon,Vinayaka Chavithi,8419
Sarangapur Hanuman Temple,Nizamabad,religious,2025,October,Post-Monsoon,"Bathukamma, Dussehra",17314
Sarangapur Hanuman Temple,Nizamabad,religious,2025,November,Winter,Diwali,17801
Sarangapur Hanuman Temple,Nizamabad,religious,2025,December,Winter,Christmas,19014
Dichpally Ramalayam (Khilla Ramalayam),Nizamabad,religious,2024,January,Winter,"Bhogi, Sankranti",18454
Dichpally Ramalayam (Khilla Ramalayam),Nizamabad,religious,2024,February,Winter,Maha Shivaratri,16283
Dichpally Ramalayam (Khilla Ramalayam),Nizamabad,religious,2024,March,Summer,Holi,10432
Dichpally Ramalayam (Khilla Ramalayam),Nizamabad,religious,2024,April,Summer,"Ugadi, Sri Rama Navami",10124
Dichpally Ramalayam (Khilla Ramalayam),Nizamabad,religious,2024,May,Summer,Buddha Purnima,8248
Dichpally Ramalayam (Khilla Ramalayam),Nizamabad,religious,2024,June,Monsoon,None,5956
Dichpally Ramalayam (Khilla Ramalayam),Nizamabad,religious,2024,July,Monsoon,Bonalu,6690
Dichpally Ramalayam (Khilla Ramalayam),Nizamabad,religious,2024,August,Monsoon,"Independence Day, Krishna Janmashtami",7378
Dichpally Ramalayam (Khilla Ramalayam),Nizamabad,religious,2024,September,Monsoon,Vinayaka Chavithi,7535
Dichpally Ramalayam (Khilla Ramalayam),Nizamabad,religious,2024,October,Post-Monsoon,"Bathukamma, Dussehra",15459
Dichpally Ramalayam (Khilla Ramalayam),Nizamabad,religious,2024,November,Winter,Diwali,18707
Dichpally Ramalayam (Khilla Ramalayam),Nizamabad,religious,2024,December,Winter,Christmas,18323
Dichpally Ramalayam (Khilla Ramalayam),Nizamabad,religious,2025,January,Winter,"Bhogi, Sankranti",22065
Dichpally Ramalayam (Khilla Ramalayam),Nizamabad,religious,2025,February,Winter,Maha Shivaratri,18378
Dichpally Ramalayam (Khilla Ramalayam),Nizamabad,religious,2025,March,Summer,Holi,10770
Dichpally Ramalayam (Khilla Ramalayam),Nizamabad,religious,2025,April,Summer,"Ugadi, Sri Rama Navami",12691
Dichpally Ramalayam (Khilla Ramalayam),Nizamabad,religious,2025,May,Summer,Buddha Purnima,8815
Dichpally Ramalayam (Khilla Ramalayam),Nizamabad,religious,2025,June,Monsoon,None,6518
Dichpally Ramalayam (Khilla Ramalayam),Nizamabad,religious,2025,July,Monsoon,Bonalu,6421
Dichpally Ramalayam (Khilla Ramalayam),Nizamabad,religious,2025,August,Monsoon,"Independence Day, Krishna Janmashtami",8342
Dichpally Ramalayam (Khilla Ramalayam),Nizamabad,religious,2025,September,Monsoon,Vinayaka Chavithi,8905
Dichpally Ramalayam (Khilla Ramalayam),Nizamabad,religious,2025,October,Post-Monsoon,"Bathukamma, Dussehra",18190
Dichpally Ramalayam (Khilla Ramalayam),Nizamabad,religious,2025,November,Winter,Diwali,20139
Dichpally Ramalayam (Khilla Ramalayam),Nizamabad,religious,2025,December,Winter,Christmas,20356
Sri Neelakanteshwara Temple,Nizamabad,religious,2024,January,Winter,"Bhogi, Sankranti",18819
Sri Neelakanteshwara Temple,Nizamabad,religious,2024,February,Winter,Maha Shivaratri,15433
Sri Neelakanteshwara Temple,Nizamabad,religious,2024,March,Summer,Holi,11077
Sri Neelakanteshwara Temple,Nizamabad,religious,2024,April,Summer,"Ugadi, Sri Rama Navami",10690
Sri Neelakanteshwara Temple,Nizamabad,religious,2024,May,Summer,Buddha Purnima,8405
Sri Neelakanteshwara Temple,Nizamabad,religious,2024,June,Monsoon,None,6552
Sri Neelakanteshwara Temple,Nizamabad,religious,2024,July,Monsoon,Bonalu,6028
Sri Neelakanteshwara Temple,Nizamabad,religious,2024,August,Monsoon,"Independence Day, Krishna Janmashtami",7523
Sri Neelakanteshwara Temple,Nizamabad,religious,2024,September,Monsoon,Vinayaka Chavithi,7538
Sri Neelakanteshwara Temple,Nizamabad,religious,2024,October,Post-Monsoon,"Bathukamma, Dussehra",16041
Sri Neelakanteshwara Temple,Nizamabad,religious,2024,November,Winter,Diwali,17516
Sri Neelakanteshwara Temple,Nizamabad,religious,2024,December,Winter,Christmas,17655
Sri Neelakanteshwara Temple,Nizamabad,religious,2025,January,Winter,"Bhogi, Sankranti",20781
Sri Neelakanteshwara Temple,Nizamabad,religious,2025,February,Winter,Maha Shivaratri,19141
Sri Neelakanteshwara Temple,Nizamabad,religious,2025,March,Summer,Holi,10842
Sri Neelakanteshwara Temple,Nizamabad,religious,2025,April,Summer,"Ugadi, Sri Rama Navami",11718
Sri Neelakanteshwara Temple,Nizamabad,religious,2025,May,Summer,Buddha Purnima,8820
Sri Neelakanteshwara Temple,Nizamabad,religious,2025,June,Monsoon,None,6627
Sri Neelakanteshwara Temple,Nizamabad,religious,2025,July,Monsoon,Bonalu,6629
Sri Neelakanteshwara Temple,Nizamabad,religious,2025,August,Monsoon,"Independence Day, Krishna Janmashtami",8260
Sri Neelakanteshwara Temple,Nizamabad,religious,2025,September,Monsoon,Vinayaka Chavithi,8224
Sri Neelakanteshwara Temple,Nizamabad,religious,2025,October,Post-Monsoon,"Bathukamma, Dussehra",17367
Sri Neelakanteshwara Temple,Nizamabad,religious,2025,November,Winter,Diwali,20010
Sri Neelakanteshwara Temple,Nizamabad,religious,2025,December,Winter,Christmas,21270
Jankampet Lakshmi Narasimha Swamy Temple,Nizamabad,religious,2024,January,Winter,"Bhogi, Sankranti",19431
Jankampet Lakshmi Narasimha Swamy Temple,Nizamabad,religious,2024,February,Winter,Maha Shivaratri,15999
Jankampet Lakshmi Narasimha Swamy Temple,Nizamabad,religious,2024,March,Summer,Holi,10052
Jankampet Lakshmi Narasimha Swamy Temple,Nizamabad,religious,2024,April,Summer,"Ugadi, Sri Rama Navami",10166
Jankampet Lakshmi Narasimha Swamy Temple,Nizamabad,religious,2024,May,Summer,Buddha Purnima,8469
Jankampet Lakshmi Narasimha Swamy Temple,Nizamabad,religious,2024,June,Monsoon,None,6029
Jankampet Lakshmi Narasimha Swamy Temple,Nizamabad,religious,2024,July,Monsoon,Bonalu,6026
Jankampet Lakshmi Narasimha Swamy Temple,Nizamabad,religious,2024,August,Monsoon,"Independence Day, Krishna Janmashtami",6651
Jankampet Lakshmi Narasimha Swamy Temple,Nizamabad,religious,2024,September,Monsoon,Vinayaka Chavithi,7349
Jankampet Lakshmi Narasimha Swamy Temple,Nizamabad,religious,2024,October,Post-Monsoon,"Bathukamma, Dussehra",15695
Jankampet Lakshmi Narasimha Swamy Temple,Nizamabad,religious,2024,November,Winter,Diwali,16387
Jankampet Lakshmi Narasimha Swamy Temple,Nizamabad,religious,2024,December,Winter,Christmas,19051
Jankampet Lakshmi Narasimha Swamy Temple,Nizamabad,religious,2025,January,Winter,"Bhogi, Sankranti",22670
Jankampet Lakshmi Narasimha Swamy Temple,Nizamabad,religious,2025,February,Winter,Maha Shivaratri,19117
Jankampet Lakshmi Narasimha Swamy Temple,Nizamabad,religious,2025,March,Summer,Holi,11750
Jankampet Lakshmi Narasimha Swamy Temple,Nizamabad,religious,2025,April,Summer,"Ugadi, Sri Rama Navami",11501
Jankampet Lakshmi Narasimha Swamy Temple,Nizamabad,religious,2025,May,Summer,Buddha Purnima,9850
Jankampet Lakshmi Narasimha Swamy Temple,Nizamabad,religious,2025,June,Monsoon,None,6395
Jankampet Lakshmi Narasimha Swamy Temple,Nizamabad,religious,2025,July,Monsoon,Bonalu,6622
Jankampet Lakshmi Narasimha Swamy Temple,Nizamabad,religious,2025,August,Monsoon,"Independence Day, Krishna Janmashtami",6872
Jankampet Lakshmi Narasimha Swamy Temple,Nizamabad,religious,2025,September,Monsoon,Vinayaka Chavithi,8698
Jankampet Lakshmi Narasimha Swamy Temple,Nizamabad,religious,2025,October,Post-Monsoon,"Bathukamma, Dussehra",18081
Jankampet Lakshmi Narasimha Swamy Temple,Nizamabad,religious,2025,November,Winter,Diwali,18453
Jankampet Lakshmi Narasimha Swamy Temple,Nizamabad,religious,2025,December,Winter,Christmas,20298
Lanja Madugu Siwaram WLS,Peddapalli,nature,2024,January,Winter,"Bhogi, Sankranti",11865
Lanja Madugu Siwaram WLS,Peddapalli,nature,2024,February,Winter,Maha Shivaratri,11039
Lanja Madugu Siwaram WLS,Peddapalli,nature,2024,March,Summer,Holi,6830
Lanja Madugu Siwaram WLS,Peddapalli,nature,2024,April,Summer,"Ugadi, Sri Rama Navami",6133
Lanja Madugu Siwaram WLS,Peddapalli,nature,2024,May,Summer,Buddha Purnima,5656
Lanja Madugu Siwaram WLS,Peddapalli,nature,2024,June,Monsoon,None,3897
Lanja Madugu Siwaram WLS,Peddapalli,nature,2024,July,Monsoon,Bonalu,4099
Lanja Madugu Siwaram WLS,Peddapalli,nature,2024,August,Monsoon,"Independence Day, Krishna Janmashtami",4851
Lanja Madugu Siwaram WLS,Peddapalli,nature,2024,September,Monsoon,Vinayaka Chavithi,4845
Lanja Madugu Siwaram WLS,Peddapalli,nature,2024,October,Post-Monsoon,"Bathukamma, Dussehra",9947
Lanja Madugu Siwaram WLS,Peddapalli,nature,2024,November,Winter,Diwali,11182
Lanja Madugu Siwaram WLS,Peddapalli,nature,2024,December,Winter,Christmas,12839
Lanja Madugu Siwaram WLS,Peddapalli,nature,2025,January,Winter,"Bhogi, Sankranti",13595
Lanja Madugu Siwaram WLS,Peddapalli,nature,2025,February,Winter,Maha Shivaratri,11827
Lanja Madugu Siwaram WLS,Peddapalli,nature,2025,March,Summer,Holi,6540
Lanja Madugu Siwaram WLS,Peddapalli,nature,2025,April,Summer,"Ugadi, Sri Rama Navami",7118
Lanja Madugu Siwaram WLS,Peddapalli,nature,2025,May,Summer,Buddha Purnima,6255
Lanja Madugu Siwaram WLS,Peddapalli,nature,2025,June,Monsoon,None,4276
Lanja Madugu Siwaram WLS,Peddapalli,nature,2025,July,Monsoon,Bonalu,4547
Lanja Madugu Siwaram WLS,Peddapalli,nature,2025,August,Monsoon,"Independence Day, Krishna Janmashtami",5574
Lanja Madugu Siwaram WLS,Peddapalli,nature,2025,September,Monsoon,Vinayaka Chavithi,5556
Lanja Madugu Siwaram WLS,Peddapalli,nature,2025,October,Post-Monsoon,"Bathukamma, Dussehra",10849
Lanja Madugu Siwaram WLS,Peddapalli,nature,2025,November,Winter,Diwali,11895
Lanja Madugu Siwaram WLS,Peddapalli,nature,2025,December,Winter,Christmas,11536
Ramagiri Khilla,Peddapalli,heritage,2024,January,Winter,"Bhogi, Sankranti",14519
Ramagiri Khilla,Peddapalli,heritage,2024,February,Winter,Maha Shivaratri,12653
Ramagiri Khilla,Peddapalli,heritage,2024,March,Summer,Holi,7829
Ramagiri Khilla,Peddapalli,heritage,2024,April,Summer,"Ugadi, Sri Rama Navami",7917
Ramagiri Khilla,Peddapalli,heritage,2024,May,Summer,Buddha Purnima,6476
Ramagiri Khilla,Peddapalli,heritage,2024,June,Monsoon,None,4275
Ramagiri Khilla,Peddapalli,heritage,2024,July,Monsoon,Bonalu,4612
Ramagiri Khilla,Peddapalli,heritage,2024,August,Monsoon,"Independence Day, Krishna Janmashtami",5766
Ramagiri Khilla,Peddapalli,heritage,2024,September,Monsoon,Vinayaka Chavithi,6306
Ramagiri Khilla,Peddapalli,heritage,2024,October,Post-Monsoon,"Bathukamma, Dussehra",11815
Ramagiri Khilla,Peddapalli,heritage,2024,November,Winter,Diwali,13642
Ramagiri Khilla,Peddapalli,heritage,2024,December,Winter,Christmas,15233
Ramagiri Khilla,Peddapalli,heritage,2025,January,Winter,"Bhogi, Sankranti",15172
Ramagiri Khilla,Peddapalli,heritage,2025,February,Winter,Maha Shivaratri,14146
Ramagiri Khilla,Peddapalli,heritage,2025,March,Summer,Holi,7986
Ramagiri Khilla,Peddapalli,heritage,2025,April,Summer,"Ugadi, Sri Rama Navami",8989
Ramagiri Khilla,Peddapalli,heritage,2025,May,Summer,Buddha Purnima,7162
Ramagiri Khilla,Peddapalli,heritage,2025,June,Monsoon,None,5144
Ramagiri Khilla,Peddapalli,heritage,2025,July,Monsoon,Bonalu,5022
Ramagiri Khilla,Peddapalli,heritage,2025,August,Monsoon,"Independence Day, Krishna Janmashtami",6297
Ramagiri Khilla,Peddapalli,heritage,2025,September,Monsoon,Vinayaka Chavithi,6926
Ramagiri Khilla,Peddapalli,heritage,2025,October,Post-Monsoon,"Bathukamma, Dussehra",12177
Ramagiri Khilla,Peddapalli,heritage,2025,November,Winter,Diwali,14249
Ramagiri Khilla,Peddapalli,heritage,2025,December,Winter,Christmas,15885
Sabitham Waterfalls,Peddapalli,nature,2024,January,Winter,"Bhogi, Sankranti",12815
Sabitham Waterfalls,Peddapalli,nature,2024,February,Winter,Maha Shivaratri,10529
Sabitham Waterfalls,Peddapalli,nature,2024,March,Summer,Holi,5550
Sabitham Waterfalls,Peddapalli,nature,2024,April,Summer,"Ugadi, Sri Rama Navami",7175
Sabitham Waterfalls,Peddapalli,nature,2024,May,Summer,Buddha Purnima,5753
Sabitham Waterfalls,Peddapalli,nature,2024,June,Monsoon,None,3608
Sabitham Waterfalls,Peddapalli,nature,2024,July,Monsoon,Bonalu,3952
